h3_cell,timestamp,u,v
8619567a7ffffff,2018-08-02T06:00:00,13.2772,2.1768
8619567a7ffffff,2018-08-02T07:00:00,13.3745,2.4991
8619567a7ffffff,2018-08-02T08:00:00,13.4246,2.8732
8619567a7ffffff,2018-08-02T09:00:00,13.4224,3.2973
8619567a7ffffff,2018-08-02T10:00:00,13.3628,3.7675
8619567a7ffffff,2018-08-02T11:00:00,13.2415,4.2768
8619567a7ffffff,2018-08-02T12:00:00,13.055,4.8163
8619567a7ffffff,2018-08-02T13:00:00,12.8013,5.3747
8619567a7ffffff,2018-08-02T14:00:00,12.4805,5.9388
8619567a7ffffff,2018-08-02T15:00:00,12.0953,6.4946
8619567a7ffffff,2018-08-02T16:00:00,11.6506,7.0274
8619567a7ffffff,2018-08-02T17:00:00,11.1545,7.5232
8619567a7ffffff,2018-08-02T18:00:00,10.6173,7.969
8619567a7ffffff,2018-08-02T19:00:00,10.0514,8.354
8619567a7ffffff,2018-08-02T20:00:00,9.4707,8.6696
8619567a7ffffff,2018-08-02T21:00:00,8.8899,8.9104
8619567a7ffffff,2018-08-02T22:00:00,8.3232,9.0736
8619567a7ffffff,2018-08-02T23:00:00,7.7841,9.1594
8619567a7ffffff,2018-08-03T00:00:00,7.2841,9.1704
8619567a7ffffff,2018-08-03T01:00:00,6.8324,9.1109
8619567a7ffffff,2018-08-03T02:00:00,6.4358,8.9868
8619567a7ffffff,2018-08-03T03:00:00,6.098,8.8046
8619567a7ffffff,2018-08-03T04:00:00,5.82,8.5713
8619567a7ffffff,2018-08-03T05:00:00,5.6003,8.2937
8619567a7ffffff,2018-08-03T06:00:00,5.435,7.9784
8619567a7ffffff,2018-08-03T07:00:00,5.3186,7.6315
8619567a7ffffff,2018-08-03T08:00:00,5.2443,7.2589
8619567a7ffffff,2018-08-03T09:00:00,5.2046,6.8661
8619567a7ffffff,2018-08-03T10:00:00,5.1919,6.4585
8619567a7ffffff,2018-08-03T11:00:00,5.1986,6.0415
8619567a7ffffff,2018-08-03T12:00:00,5.2182,5.6202
8619567a7ffffff,2018-08-03T13:00:00,5.2449,5.1999
8619567a7ffffff,2018-08-03T14:00:00,5.2745,4.7856
8619567a7ffffff,2018-08-03T15:00:00,5.3041,4.3822
8619567a7ffffff,2018-08-03T16:00:00,5.3323,3.994
8619567a7ffffff,2018-08-03T17:00:00,5.3589,3.6248
8619567a7ffffff,2018-08-03T18:00:00,5.385,3.2779
8619567a7ffffff,2018-08-03T19:00:00,5.4126,2.9555
8619567a7ffffff,2018-08-03T20:00:00,5.4444,2.6592
8619567a7ffffff,2018-08-03T21:00:00,5.4833,2.3899
8619567a7ffffff,2018-08-03T22:00:00,5.5324,2.1476
8619567a7ffffff,2018-08-03T23:00:00,5.5948,1.9321
861956727ffffff,2018-08-01T00:00:00,4.0185,1.3919
861956727ffffff,2018-08-01T01:00:00,4.0779,1.261
861956727ffffff,2018-08-01T02:00:00,4.1592,1.1499
861956727ffffff,2018-08-01T03:00:00,4.2638,1.0569
861956727ffffff,2018-08-01T04:00:00,4.3927,0.9803
861956727ffffff,2018-08-01T05:00:00,4.5461,0.9187
861956727ffffff,2018-08-01T06:00:00,4.7239,0.8706
861956727ffffff,2018-08-01T07:00:00,4.9257,0.8347
861956727ffffff,2018-08-01T08:00:00,5.1507,0.8098
861956727ffffff,2018-08-01T09:00:00,5.3976,0.7944
861956727ffffff,2018-08-01T10:00:00,5.665,0.7873
861956727ffffff,2018-08-01T11:00:00,5.9511,0.7868
861956727ffffff,2018-08-01T12:00:00,6.2541,0.7915
861956727ffffff,2018-08-01T13:00:00,6.5719,0.7998
861956727ffffff,2018-08-01T14:00:00,6.9021,0.8102
861956727ffffff,2018-08-01T15:00:00,7.2424,0.8212
861956727ffffff,2018-08-01T16:00:00,7.5903,0.8318
861956727ffffff,2018-08-01T17:00:00,7.943,0.8413
861956727ffffff,2018-08-01T18:00:00,8.2978,0.8497
861956727ffffff,2018-08-01T19:00:00,8.6519,0.8575
861956727ffffff,2018-08-01T20:00:00,9.0024,0.8662
861956727ffffff,2018-08-01T21:00:00,9.3462,0.8781
861956727ffffff,2018-08-01T22:00:00,9.6805,0.8964
861956727ffffff,2018-08-01T23:00:00,10.0023,0.9253
861956727ffffff,2018-08-02T00:00:00,10.3085,0.9694
861956727ffffff,2018-08-02T01:00:00,10.5963,1.0342
861956727ffffff,2018-08-02T02:00:00,10.8623,1.1254
861956727ffffff,2018-08-02T03:00:00,11.1035,1.2484
861956727ffffff,2018-08-02T04:00:00,11.3162,1.4087
861956727ffffff,2018-08-02T05:00:00,11.4967,1.6108
861956727ffffff,2018-08-02T06:00:00,11.6408,1.8581
861956727ffffff,2018-08-02T07:00:00,11.7441,2.1525
861956727ffffff,2018-08-02T08:00:00,11.8017,2.494
861956727ffffff,2018-08-02T09:00:00,11.809,2.8807
861956727ffffff,2018-08-02T10:00:00,11.7612,3.3081
861956727ffffff,2018-08-02T11:00:00,11.6544,3.7695
861956727ffffff,2018-08-02T12:00:00,11.4857,4.2559
861956727ffffff,2018-08-02T13:00:00,11.2536,4.7566
861956727ffffff,2018-08-02T14:00:00,10.9587,5.2589
861956727ffffff,2018-08-02T15:00:00,10.6039,5.7496
861956727ffffff,2018-08-02T16:00:00,10.1945,6.2152
861956727ffffff,2018-08-02T17:00:00,9.7383,6.6428
861956727ffffff,2018-08-02T18:00:00,9.2454,7.0208
861956727ffffff,2018-08-02T19:00:00,8.7276,7.3396
861956727ffffff,2018-08-02T20:00:00,8.1979,7.5921
861956727ffffff,2018-08-02T21:00:00,7.6696,7.7739
861956727ffffff,2018-08-02T22:00:00,7.1557,7.8833
861956727ffffff,2018-08-02T23:00:00,6.6678,7.9213
861956727ffffff,2018-08-03T00:00:00,6.2158,7.8908
861956727ffffff,2018-08-03T01:00:00,5.8075,7.7967
861956727ffffff,2018-08-03T02:00:00,5.4478,7.6449
861956727ffffff,2018-08-03T03:00:00,5.1391,7.4419
861956727ffffff,2018-08-03T04:00:00,4.8814,7.1946
861956727ffffff,2018-08-03T05:00:00,4.6724,6.9097
861956727ffffff,2018-08-03T06:00:00,4.5079,6.5938
861956727ffffff,2018-08-03T07:00:00,4.3823,6.253
861956727ffffff,2018-08-03T08:00:00,4.2891,5.8933
861956727ffffff,2018-08-03T09:00:00,4.2216,5.5203
861956727ffffff,2018-08-03T10:00:00,4.1731,5.1395
861956727ffffff,2018-08-03T11:00:00,4.1374,4.7563
861956727ffffff,2018-08-03T12:00:00,4.1093,4.3759
861956727ffffff,2018-08-03T13:00:00,4.0849,4.0031
861956727ffffff,2018-08-03T14:00:00,4.0615,3.6427
861956727ffffff,2018-08-03T15:00:00,4.0379,3.2987
861956727ffffff,2018-08-03T16:00:00,4.014,2.9745
861956727ffffff,2018-08-03T17:00:00,3.991,2.6731
861956727ffffff,2018-08-03T18:00:00,3.971,2.3962
861956727ffffff,2018-08-03T19:00:00,3.9567,2.1449
861956727ffffff,2018-08-03T20:00:00,3.9513,1.9196
861956727ffffff,2018-08-03T21:00:00,3.9578,1.7197
861956727ffffff,2018-08-03T22:00:00,3.9792,1.5442
861956727ffffff,2018-08-03T23:00:00,4.0185,1.3919
8619560d7ffffff,2018-08-01T00:00:00,2.7128,0.9378
8619560d7ffffff,2018-08-01T01:00:00,2.7582,0.8493
8619560d7ffffff,2018-08-01T02:00:00,2.8282,0.7765
8619560d7ffffff,2018-08-01T03:00:00,2.9237,0.7175
8619560d7ffffff,2018-08-01T04:00:00,3.0453,0.6708
8619560d7ffffff,2018-08-01T05:00:00,3.193,0.6349
8619560d7ffffff,2018-08-01T06:00:00,3.3665,0.6087
8619560d7ffffff,2018-08-01T07:00:00,3.5649,0.5912
8619560d7ffffff,2018-08-01T08:00:00,3.7872,0.5816
8619560d7ffffff,2018-08-01T09:00:00,4.032,0.579
8619560d7ffffff,2018-08-01T10:00:00,4.2977,0.5827
8619560d7ffffff,2018-08-01T11:00:00,4.5825,0.5916
8619560d7ffffff,2018-08-01T12:00:00,4.8843,0.6049
8619560d7ffffff,2018-08-01T13:00:00,5.201,0.6213
8619560d7ffffff,2018-08-01T14:00:00,5.5303,0.6396
8619560d7ffffff,2018-08-01T15:00:00,5.8696,0.6589
8619560d7ffffff,2018-08-01T16:00:00,6.2165,0.6781
8619560d7ffffff,2018-08-01T17:00:00,6.5682,0.6966
8619560d7ffffff,2018-08-01T18:00:00,6.9221,0.7141
8619560d7ffffff,2018-08-01T19:00:00,7.2753,0.7311
8619560d7ffffff,2018-08-01T20:00:00,7.6249,0.7484
8619560d7ffffff,2018-08-01T21:00:00,7.968,0.7681
8619560d7ffffff,2018-08-01T22:00:00,8.3018,0.7926
8619560d7ffffff,2018-08-01T23:00:00,8.6232,0.8254
8619560d7ffffff,2018-08-02T00:00:00,8.9293,0.8706
8619560d7ffffff,2018-08-02T01:00:00,9.2171,0.9327
8619560d7ffffff,2018-08-02T02:00:00,9.4837,1.0168
8619560d7ffffff,2018-08-02T03:00:00,9.7259,1.1278
8619560d7ffffff,2018-08-02T04:00:00,9.9403,1.2705
8619560d7ffffff,2018-08-02T05:00:00,10.1234,1.4491
8619560d7ffffff,2018-08-02T06:00:00,10.2715,1.6666
8619560d7ffffff,2018-08-02T07:00:00,10.3803,1.925
8619560d7ffffff,2018-08-02T08:00:00,10.4458,2.2244
8619560d7ffffff,2018-08-02T09:00:00,10.4635,2.5631
8619560d7ffffff,2018-08-02T10:00:00,10.4294,2.9373
8619560d7ffffff,2018-08-02T11:00:00,10.34,3.341
8619560d7ffffff,2018-08-02T12:00:00,10.1928,3.7663
8619560d7ffffff,2018-08-02T13:00:00,9.9866,4.2033
8619560d7ffffff,2018-08-02T14:00:00,9.722,4.6408
8619560d7ffffff,2018-08-02T15:00:00,9.4015,5.0669
8619560d7ffffff,2018-08-02T16:00:00,9.0303,5.4691
8619560d7ffffff,2018-08-02T17:00:00,8.6153,5.8358
8619560d7ffffff,2018-08-02T18:00:00,8.1658,6.1565
8619560d7ffffff,2018-08-02T19:00:00,7.6926,6.4225
8619560d7ffffff,2018-08-02T20:00:00,7.2073,6.6272
8619560d7ffffff,2018-08-02T21:00:00,6.7221,6.7667
8619560d7ffffff,2018-08-02T22:00:00,6.2485,6.8397
8619560d7ffffff,2018-08-02T23:00:00,5.7973,6.847
8619560d7ffffff,2018-08-03T00:00:00,5.3772,6.7917
8619560d7ffffff,2018-08-03T01:00:00,4.9948,6.6783
8619560d7ffffff,2018-08-03T02:00:00,4.6547,6.5126
8619560d7ffffff,2018-08-03T03:00:00,4.3587,6.3009
8619560d7ffffff,2018-08-03T04:00:00,4.1064,6.0499
8619560d7ffffff,2018-08-03T05:00:00,3.8955,5.7663
8619560d7ffffff,2018-08-03T06:00:00,3.7219,5.4565
8619560d7ffffff,2018-08-03T07:00:00,3.5805,5.1268
8619560d7ffffff,2018-08-03T08:00:00,3.4652,4.7831
8619560d7ffffff,2018-08-03T09:00:00,3.3701,4.4311
8619560d7ffffff,2018-08-03T10:00:00,3.2894,4.0763
8619560d7ffffff,2018-08-03T11:00:00,3.2178,3.724
8619560d7ffffff,2018-08-03T12:00:00,3.1512,3.3792
8619560d7ffffff,2018-08-03T13:00:00,3.0867,3.0466
8619560d7ffffff,2018-08-03T14:00:00,3.0228,2.7304
8619560d7ffffff,2018-08-03T15:00:00,2.9591,2.4341
8619560d7ffffff,2018-08-03T16:00:00,2.8965,2.1606
8619560d7ffffff,2018-08-03T17:00:00,2.8371,1.9117
8619560d7ffffff,2018-08-03T18:00:00,2.7834,1.6885
8619560d7ffffff,2018-08-03T19:00:00,2.7387,1.4912
8619560d7ffffff,2018-08-03T20:00:00,2.7062,1.3189
8619560d7ffffff,2018-08-03T21:00:00,2.6891,1.1705
8619560d7ffffff,2018-08-03T22:00:00,2.6905,1.0442
8619560d7ffffff,2018-08-03T23:00:00,2.7128,0.9378
8619560c7ffffff,2018-08-01T00:00:00,5.4246,1.8723
8619560c7ffffff,2018-08-01T01:00:00,5.5013,1.6872
8619560c7ffffff,2018-08-01T02:00:00,5.5967,1.5264
8619560c7ffffff,2018-08-01T03:00:00,5.7124,1.3885
8619560c7ffffff,2018-08-01T04:00:00,5.8499,1.2721
8619560c7ffffff,2018-08-01T05:00:00,6.0099,1.1759
8619560c7ffffff,2018-08-01T06:00:00,6.1927,1.0983
8619560c7ffffff,2018-08-01T07:00:00,6.3982,1.0379
8619560c7ffffff,2018-08-01T08:00:00,6.6258,0.9931
8619560c7ffffff,2018-08-01T09:00:00,6.8746,0.9623
8619560c7ffffff,2018-08-01T10:00:00,7.1432,0.9437
8619560c7ffffff,2018-08-01T11:00:00,7.4301,0.9356
8619560c7ffffff,2018-08-01T12:00:00,7.7335,0.9359
8619560c7ffffff,2018-08-01T13:00:00,8.0513,0.9427
8619560c7ffffff,2018-08-01T14:00:00,8.3813,0.954
8619560c7ffffff,2018-08-01T15:00:00,8.7211,0.9681
8619560c7ffffff,2018-08-01T16:00:00,9.0684,0.9835
8619560c7ffffff,2018-08-01T17:00:00,9.4204,0.9992
8619560c7ffffff,2018-08-01T18:00:00,9.7745,1.0147
8619560c7ffffff,2018-08-01T19:00:00,10.1279,1.0306
8619560c7ffffff,2018-08-01T20:00:00,10.4775,1.0478
8619560c7ffffff,2018-08-01T21:00:00,10.8206,1.0687
8619560c7ffffff,2018-08-01T22:00:00,11.154,1.0964
8619560c7ffffff,2018-08-01T23:00:00,11.4749,1.1348
8619560c7ffffff,2018-08-02T00:00:00,11.78,1.189
8619560c7ffffff,2018-08-02T01:00:00,12.0664,1.2644
8619560c7ffffff,2018-08-02T02:00:00,12.3308,1.3669
8619560c7ffffff,2018-08-02T03:00:00,12.5698,1.5025
8619560c7ffffff,2018-08-02T04:00:00,12.7799,1.6769
8619560c7ffffff,2018-08-02T05:00:00,12.957,1.8951
8619560c7ffffff,2018-08-02T06:00:00,13.097,2.1611
8619560c7ffffff,2018-08-02T07:00:00,13.1951,2.4772
8619560c7ffffff,2018-08-02T08:00:00,13.2464,2.844
8619560c7ffffff,2018-08-02T09:00:00,13.2458,3.26
8619560c7ffffff,2018-08-02T10:00:00,13.1885,3.721
8619560c7ffffff,2018-08-02T11:00:00,13.0701,4.2207
8619560c7ffffff,2018-08-02T12:00:00,12.8871,4.7501
8619560c7ffffff,2018-08-02T13:00:00,12.6377,5.2983
8619560c7ffffff,2018-08-02T14:00:00,12.322,5.8522
8619560c7ffffff,2018-08-02T15:00:00,11.9423,6.3982
8619560c7ffffff,2018-08-02T16:00:00,11.5037,6.9217
8619560c7ffffff,2018-08-02T17:00:00,11.014,7.409
8619560c7ffffff,2018-08-02T18:00:00,10.4833,7.8471
8619560c7ffffff,2018-08-02T19:00:00,9.9238,8.2252
8619560c7ffffff,2018-08-02T20:00:00,9.3493,8.5351
8619560c7ffffff,2018-08-02T21:00:00,8.7741,8.771
8619560c7ffffff,2018-08-02T22:00:00,8.2125,8.9304
8619560c7ffffff,2018-08-02T23:00:00,7.6775,9.0133
8619560c7ffffff,2018-08-03T00:00:00,7.1807,9.0221
8619560c7ffffff,2018-08-03T01:00:00,6.7314,8.9612
8619560c7ffffff,2018-08-03T02:00:00,6.3361,8.8364
8619560c7ffffff,2018-08-03T03:00:00,5.9985,8.6541
8619560c7ffffff,2018-08-03T04:00:00,5.7198,8.4214
8619560c7ffffff,2018-08-03T05:00:00,5.4984,8.1448
8619560c7ffffff,2018-08-03T06:00:00,5.3307,7.8312
8619560c7ffffff,2018-08-03T07:00:00,5.2111,7.4865
8619560c7ffffff,2018-08-03T08:00:00,5.1331,7.1167
8619560c7ffffff,2018-08-03T09:00:00,5.0892,6.7273
8619560c7ffffff,2018-08-03T10:00:00,5.0718,6.3236
8619560c7ffffff,2018-08-03T11:00:00,5.0736,5.9111
8619560c7ffffff,2018-08-03T12:00:00,5.0882,5.4948
8619560c7ffffff,2018-08-03T13:00:00,5.1099,5.0799
8619560c7ffffff,2018-08-03T14:00:00,5.1346,4.6714
8619560c7ffffff,2018-08-03T15:00:00,5.1595,4.2741
8619560c7ffffff,2018-08-03T16:00:00,5.1831,3.8922
8619560c7ffffff,2018-08-03T17:00:00,5.2056,3.5295
8619560c7ffffff,2018-08-03T18:00:00,5.2279,3.189
8619560c7ffffff,2018-08-03T19:00:00,5.2522,2.873
8619560c7ffffff,2018-08-03T20:00:00,5.2809,2.5829
8619560c7ffffff,2018-08-03T21:00:00,5.3172,2.3194
8619560c7ffffff,2018-08-03T22:00:00,5.3641,2.0827
8619560c7ffffff,2018-08-03T23:00:00,5.4246,1.8723
861956057ffffff,2018-08-01T00:00:00,4.2242,1.465
861956057ffffff,2018-08-01T01:00:00,4.2854,1.3286
861956057ffffff,2018-08-01T02:00:00,4.3683,1.2126
861956057ffffff,2018-08-01T03:00:00,4.4742,1.1153
861956057ffffff,2018-08-01T04:00:00,4.6041,1.0351
861956057ffffff,2018-08-01T05:00:00,4.7583,0.9703
861956057ffffff,2018-08-01T06:00:00,4.9368,0.9196
861956057ffffff,2018-08-01T07:00:00,5.1392,0.8814
861956057ffffff,2018-08-01T08:00:00,5.3646,0.8544
861956057ffffff,2018-08-01T09:00:00,5.6119,0.8372
861956057ffffff,2018-08-01T10:00:00,5.8797,0.8282
861956057ffffff,2018-08-01T11:00:00,6.1662,0.8258
861956057ffffff,2018-08-01T12:00:00,6.4695,0.8284
861956057ffffff,2018-08-01T13:00:00,6.7876,0.8344
861956057ffffff,2018-08-01T14:00:00,7.1182,0.842
861956057ffffff,2018-08-01T15:00:00,7.4589,0.8501
861956057ffffff,2018-08-01T16:00:00,7.8071,0.8574
861956057ffffff,2018-08-01T17:00:00,8.1602,0.8633
861956057ffffff,2018-08-01T18:00:00,8.5154,0.8678
861956057ffffff,2018-08-01T19:00:00,8.8698,0.8718
861956057ffffff,2018-08-01T20:00:00,9.2206,0.8767
861956057ffffff,2018-08-01T21:00:00,9.5648,0.8851
861956057ffffff,2018-08-01T22:00:00,9.8994,0.9004
861956057ffffff,2018-08-01T23:00:00,10.2213,0.9269
861956057ffffff,2018-08-02T00:00:00,10.5278,0.9695
861956057ffffff,2018-08-02T01:00:00,10.8156,1.0339
861956057ffffff,2018-08-02T02:00:00,11.0817,1.1258
861956057ffffff,2018-08-02T03:00:00,11.3228,1.2509
861956057ffffff,2018-08-02T04:00:00,11.5354,1.4148
861956057ffffff,2018-08-02T05:00:00,11.7156,1.622
861956057ffffff,2018-08-02T06:00:00,11.859,1.8758
861956057ffffff,2018-08-02T07:00:00,11.9613,2.1783
861956057ffffff,2018-08-02T08:00:00,12.0174,2.5293
861956057ffffff,2018-08-02T09:00:00,12.0225,2.9265
861956057ffffff,2018-08-02T10:00:00,11.9718,3.3655
861956057ffffff,2018-08-02T11:00:00,11.8612,3.8392
861956057ffffff,2018-08-02T12:00:00,11.6879,4.3384
861956057ffffff,2018-08-02T13:00:00,11.4503,4.8518
861956057ffffff,2018-08-02T14:00:00,11.1491,5.3667
861956057ffffff,2018-08-02T15:00:00,10.7873,5.8694
861956057ffffff,2018-08-02T16:00:00,10.3702,6.3463
861956057ffffff,2018-08-02T17:00:00,9.9061,6.7841
861956057ffffff,2018-08-02T18:00:00,9.4053,7.1712
861956057ffffff,2018-08-02T19:00:00,8.8797,7.4979
861956057ffffff,2018-08-02T20:00:00,8.3427,7.757
861956057ffffff,2018-08-02T21:00:00,7.8078,7.9442
861956057ffffff,2018-08-02T22:00:00,7.2881,8.0579
861956057ffffff,2018-08-02T23:00:00,6.7956,8.099
861956057ffffff,2018-08-03T00:00:00,6.3401,8.0708
861956057ffffff,2018-08-03T01:00:00,5.9295,7.9781
861956057ffffff,2018-08-03T02:00:00,5.5686,7.8268
861956057ffffff,2018-08-03T03:00:00,5.2601,7.6237
861956057ffffff,2018-08-03T04:00:00,5.0036,7.3755
861956057ffffff,2018-08-03T05:00:00,4.7969,7.0891
861956057ffffff,2018-08-03T06:00:00,4.6355,6.771
861956057ffffff,2018-08-03T07:00:00,4.5138,6.4274
861956057ffffff,2018-08-03T08:00:00,4.4253,6.0642
861956057ffffff,2018-08-03T09:00:00,4.3629,5.6871
861956057ffffff,2018-08-03T10:00:00,4.3198,5.3016
861956057ffffff,2018-08-03T11:00:00,4.2899,4.913
861956057ffffff,2018-08-03T12:00:00,4.2677,4.5266
861956057ffffff,2018-08-03T13:00:00,4.2492,4.1474
861956057ffffff,2018-08-03T14:00:00,4.2315,3.7801
861956057ffffff,2018-08-03T15:00:00,4.2134,3.4288
861956057ffffff,2018-08-03T16:00:00,4.1947,3.0973
861956057ffffff,2018-08-03T17:00:00,4.1766,2.7882
861956057ffffff,2018-08-03T18:00:00,4.1611,2.5037
861956057ffffff,2018-08-03T19:00:00,4.1508,2.2449
861956057ffffff,2018-08-03T20:00:00,4.1489,2.0122
861956057ffffff,2018-08-03T21:00:00,4.1585,1.8054
861956057ffffff,2018-08-03T22:00:00,4.1827,1.6234
861956057ffffff,2018-08-03T23:00:00,4.2242,1.465
861956047ffffff,2018-08-01T00:00:00,4.6651,1.6143
861956047ffffff,2018-08-01T01:00:00,4.7319,1.4603
861956047ffffff,2018-08-01T02:00:00,4.8193,1.3281
861956047ffffff,2018-08-01T03:00:00,4.9288,1.2161
861956047ffffff,2018-08-01T04:00:00,5.0614,1.1227
861956047ffffff,2018-08-01T05:00:00,5.2178,1.0465
861956047ffffff,2018-08-01T06:00:00,5.3979,0.9861
861956047ffffff,2018-08-01T07:00:00,5.6014,0.9398
861956047ffffff,2018-08-01T08:00:00,5.8277,0.9063
861956047ffffff,2018-08-01T09:00:00,6.0755,0.8841
861956047ffffff,2018-08-01T10:00:00,6.3436,0.8716
861956047ffffff,2018-08-01T11:00:00,6.6302,0.8671
861956047ffffff,2018-08-01T12:00:00,6.9336,0.8688
861956047ffffff,2018-08-01T13:00:00,7.2515,0.8751
861956047ffffff,2018-08-01T14:00:00,7.5819,0.884
861956047ffffff,2018-08-01T15:00:00,7.9223,0.8943
861956047ffffff,2018-08-01T16:00:00,8.2702,0.9045
861956047ffffff,2018-08-01T17:00:00,8.6229,0.914
861956047ffffff,2018-08-01T18:00:00,8.9777,0.9226
861956047ffffff,2018-08-01T19:00:00,9.3317,0.9309
861956047ffffff,2018-08-01T20:00:00,9.6821,0.9404
861956047ffffff,2018-08-01T21:00:00,10.0259,0.9534
861956047ffffff,2018-08-01T22:00:00,10.3601,0.9732
861956047ffffff,2018-08-01T23:00:00,10.6816,1.0041
861956047ffffff,2018-08-02T00:00:00,10.9876,1.0509
861956047ffffff,2018-08-02T01:00:00,11.2749,1.1192
861956047ffffff,2018-08-02T02:00:00,11.5404,1.2149
861956047ffffff,2018-08-02T03:00:00,11.7808,1.3438
861956047ffffff,2018-08-02T04:00:00,11.9924,1.5113
861956047ffffff,2018-08-02T05:00:00,12.1715,1.7223
861956047ffffff,2018-08-02T06:00:00,12.3137,1.9804
861956047ffffff,2018-08-02T07:00:00,12.4144,2.2876
861956047ffffff,2018-08-02T08:00:00,12.4688,2.6442
861956047ffffff,2018-08-02T09:00:00,12.4719,3.0481
861956047ffffff,2018-08-02T10:00:00,12.4189,3.495
861956047ffffff,2018-08-02T11:00:00,12.3055,3.978
861956047ffffff,2018-08-02T12:00:00,12.1288,4.4882
861956047ffffff,2018-08-02T13:00:00,11.887,5.0143
861956047ffffff,2018-08-02T14:00:00,11.5805,5.5436
861956047ffffff,2018-08-02T15:00:00,11.2122,6.0622
861956047ffffff,2018-08-02T16:00:00,10.7873,6.5564
861956047ffffff,2018-08-02T17:00:00,10.3138,7.0125
861956047ffffff,2018-08-02T18:00:00,9.8019,7.4186
861956047ffffff,2018-08-02T19:00:00,9.2638,7.7644
861956047ffffff,2018-08-02T20:00:00,8.7128,8.0424
861956047ffffff,2018-08-02T21:00:00,8.1629,8.2477
861956047ffffff,2018-08-02T22:00:00,7.6276,8.3783
861956047ffffff,2018-08-02T23:00:00,7.1193,8.4349
861956047ffffff,2018-08-03T00:00:00,6.6485,8.4204
861956047ffffff,2018-08-03T01:00:00,6.2234,8.3395
861956047ffffff,2018-08-03T02:00:00,5.8498,8.198
861956047ffffff,2018-08-03T03:00:00,5.5305,8.0026
861956047ffffff,2018-08-03T04:00:00,5.2659,7.76
861956047ffffff,2018-08-03T05:00:00,5.0538,7.4772
861956047ffffff,2018-08-03T06:00:00,4.8902,7.1607
861956047ffffff,2018-08-03T07:00:00,4.7694,6.8166
861956047ffffff,2018-08-03T08:00:00,4.6849,6.4509
861956047ffffff,2018-08-03T09:00:00,4.6295,6.0691
861956047ffffff,2018-08-03T10:00:00,4.5961,5.6768
861956047ffffff,2018-08-03T11:00:00,4.578,5.2793
861956047ffffff,2018-08-03T12:00:00,4.5695,4.8817
861956047ffffff,2018-08-03T13:00:00,4.5659,4.4893
861956047ffffff,2018-08-03T14:00:00,4.5638,4.1067
861956047ffffff,2018-08-03T15:00:00,4.5615,3.7384
861956047ffffff,2018-08-03T16:00:00,4.5584,3.3882
861956047ffffff,2018-08-03T17:00:00,4.5551,3.0594
861956047ffffff,2018-08-03T18:00:00,4.5535,2.7544
861956047ffffff,2018-08-03T19:00:00,4.5558,2.4746
861956047ffffff,2018-08-03T20:00:00,4.565,2.221
861956047ffffff,2018-08-03T21:00:00,4.5843,1.9935
861956047ffffff,2018-08-03T22:00:00,4.6167,1.7916
861956047ffffff,2018-08-03T23:00:00,4.6651,1.6143
86195606fffffff,2018-08-01T00:00:00,4.4317,1.5308
86195606fffffff,2018-08-01T01:00:00,4.4968,1.3818
86195606fffffff,2018-08-01T02:00:00,4.5827,1.254
86195606fffffff,2018-08-01T03:00:00,4.6909,1.1458
86195606fffffff,2018-08-01T04:00:00,4.8225,1.0556
86195606fffffff,2018-08-01T05:00:00,4.9779,0.982
86195606fffffff,2018-08-01T06:00:00,5.1573,0.9237
86195606fffffff,2018-08-01T07:00:00,5.3603,0.8794
86195606fffffff,2018-08-01T08:00:00,5.586,0.8477
86195606fffffff,2018-08-01T09:00:00,5.8333,0.8273
86195606fffffff,2018-08-01T10:00:00,6.1009,0.8168
86195606fffffff,2018-08-01T11:00:00,6.3871,0.8147
86195606fffffff,2018-08-01T12:00:00,6.69,0.8193
86195606fffffff,2018-08-01T13:00:00,7.0075,0.829
86195606fffffff,2018-08-01T14:00:00,7.3373,0.8422
86195606fffffff,2018-08-01T15:00:00,7.6771,0.8572
86195606fffffff,2018-08-01T16:00:00,8.0243,0.873
86195606fffffff,2018-08-01T17:00:00,8.3764,0.8885
86195606fffffff,2018-08-01T18:00:00,8.7305,0.9036
86195606fffffff,2018-08-01T19:00:00,9.0839,0.9186
86195606fffffff,2018-08-01T20:00:00,9.4337,0.9346
86195606fffffff,2018-08-01T21:00:00,9.7769,0.9539
86195606fffffff,2018-08-01T22:00:00,10.1106,0.9793
86195606fffffff,2018-08-01T23:00:00,10.4317,1.0148
86195606fffffff,2018-08-02T00:00:00,10.7373,1.0649
86195606fffffff,2018-08-02T01:00:00,11.0243,1.135
86195606fffffff,2018-08-02T02:00:00,11.2895,1.2305
86195606fffffff,2018-08-02T03:00:00,11.5298,1.3571
86195606fffffff,2018-08-02T04:00:00,11.7415,1.5202
86195606fffffff,2018-08-02T05:00:00,11.9209,1.7245
86195606fffffff,2018-08-02T06:00:00,12.0638,1.9735
86195606fffffff,2018-08-02T07:00:00,12.1658,2.2696
86195606fffffff,2018-08-02T08:00:00,12.2221,2.613
86195606fffffff,2018-08-02T09:00:00,12.228,3.0021
86195606fffffff,2018-08-02T10:00:00,12.1789,3.4328
86195606fffffff,2018-08-02T11:00:00,12.0707,3.8989
86195606fffffff,2018-08-02T12:00:00,11.9002,4.3917
86195606fffffff,2018-08-02T13:00:00,11.666,4.9005
86195606fffffff,2018-08-02T14:00:00,11.3682,5.4131
